RETAIL STORE DAILY SALES,,,,,,,,
Store #12345,,,,,,,,
Generated: 2026-07-01,,,,,,,,
,,,,,,,,
Date,Receipt,Product Name,Category,Qty,Price,Total Amount,Cost,Payment
01/28/2026,R508638,Frozen Pizza,Frozen,2,3.36,₺6.72,4.62,CASH
28 Jan 2026,R748543,Cereal,Breakfast,5,$7.21,36.05,25.71,Cash
01/28/26,R921314,Milk,Dairy,6,6.10,36.60,28.27,null
28.01.2026,R602165,Bread,Bakery,8,2.8%,22.32,14.01,card
2026/01/28,R156852,Bread,Bakery,17,1.77,30.09,23.28,card
2026/01/28,R750171,Milk,Dairy,14,6.22,87.08,60.9,Mobile
01/28/26,R843692,Cereal,Breakfast,19,1.68,31.92,25.13,CASH
28 Jan 2026,R307127,Cereal,Breakfast,12,7.18,86.16,64.99,N/A
28/01/26,R197144,Chips,Snacks,9,7.37,66.33,38.61,NA
28-01-2026,R346572,Cereal,Breakfast,19,1.2%,23.75,£13.53,Cash
"Jan 28, 2026",R181630,Bread,Bakery,10,3.83,"38,30",27.61,Card
28/01/26,R274456,Frozen Pizza,Frozen,3,9.0%,27.12,16.66,Card
28.01.2026,R457555,Bread,Bakery,16,8.21,131.36,87.14,
28/01/2026,R547972,Frozen Pizza,Frozen,2,2.56,5.12 USD,3.35,Mobile
28-01-2026,R534397,Soda,Beverages,10,6.37,63.7,35.59,card
01/28/2026,R622354,Soda,Beverages,13,1.74,nan,11.99 TRY,card
28.01.2026,R997858,Chips,Snacks,1,4.76,4.76,3.46,n/a
01/28/26,R892631,Chips,Snacks,20,7.93,158.6,85.98,
29/01/2026,R737044,Chips,Snacks,15,5.97,89.55,68.56,Cash
29-01-2026,R667806,Frozen Pizza,Frozen,12,4.1,49.2,37.54,Cash
01/29/2026,R473066,Soda,Beverages,2,3.04,6.08,4.63 EUR,CASH
29-01-2026,R255785,Cereal,Breakfast,2,6.55,13.1,8.1%,Card
"Jan 29, 2026",R912878,Chips,Snacks,16,5.6%,89.76,68.95,Cash
29 Jan 2026,R305676,Milk,Dairy,17,4.26,72.42,56.4%,Card
2026/01/29,R304757,Milk,Dairy,17,5.48,93.16,48.73,
01/29/26,R701605,Soda,Beverages,2,4.82,9.64,6.46,NULL
01/29/26,R839050,FROZEN PIZZA,Frozen,5,"5,68",28.4,16.97,Cash
2026/01/29,R618650,Bread,Bakery,12,3.27,39.24,28.12,
"Jan 29, 2026",R551942,Soda,Beverages,1,9.54,9.54,5.83,Card
,R514429,Cereal,Breakfast,8,1.45,11.6,7.38,Mobile
29.01.2026,R224092,Soda,Beverages,4,6.59,26.36,15.42,CASH
NA,R821688,Bread,Bakery,16,1.45,23.2,12.66,Cash
29/01/26,R296911,Bread,Bakery,3,3.73,11.19,6.46,Card
29-01-2026,R914576,Bread,Bakery,9,6.52,58.68,45.45,Card
01/29/2026,R408898,Frozen Pizza,Frozen,18,5.9,106.2,62.9,NULL
29.01.2026,R224527,Bread,Bakery,14,8.15,114.1,70.93,Card
"Jan 29, 2026",R216424,Frozen Pizza,Frozen,16,7.65,122.40,84.16,
29/01/2026,R653736,Cereal,Breakfast,5,8.49,42.45,22.5,Card
2026-01-29,R907775,Chips,Snacks,17,2.02,34.34,"18,05",
"Jan 29, 2026",R827674,Cereal,Breakfast,12,5.05,60.6%,46.35,Card
2026/01/29,R753304,milk,Dairy,19,9.82,186.58,132.55,Cash
01/29/26,R770211,Bread,Bakery,20,1.4,28.0,19.40 USD,
01/29/2026,R825880,Cereal,Breakfast,3,₺1.22,3.66,2.8%,
2026/01/29,R811514,Chips,Snacks,13,5.69,74.0%,,Cash
2026-01-29,R297950,Cereal,Breakfast,10,5.96,59.6,35.34,n/a
2026-01-29,R318946,Milk,Dairy,4,7.50,30.0,19.07,Card
29/01/2026,R263327,Soda,Beverages,4,7.51,30.04,₺17.09,CASH
2026/01/29,R208501,Chips,Snacks,2,6.79,13.58,8.8,
01/29/26,R485379,Chips,Snacks,14,$8.52,₺119.28,81.93,
29-01-2026,R897970,Soda,Beverages,13,2.44,31.7%,21.38,card
29.01.2026,R621886,Cereal,Breakfast,7,7.8,54.6,39.76,
01/29/26,R533647,Canned Soup,Canned Goods,12,9.09,109.08,65.12,card
29.01.2026,R496261,Cereal,Breakfast,11,1.6,17.6,10.8%,none
01/29/2026,R629038,Chips,Snacks,20,4.21,84.2,nan,Card
29-01-2026,R688332,  Frozen Pizza  ,Frozen,10,$1.92,19.2,10.42,Card
"Jan 29, 2026",R376357,Cereal,Breakfast,10,3.39,33.9,25.29 EUR,N/A
29-01-2026,R447599,Chips,Snacks,3,3.84,11.52,"6,10",Mobile
01/29/26,R846908,Frozen Pizza,Frozen,10,6.13,61.3,42.19,NONE
29/01/2026,R228450,  Milk  ,Dairy,18,7.44,$133.92,93.17,card
29/01/2026,R748493,Chips,Snacks,8,2.89,23.12,nan,
none,R270823,  Frozen Pizza  ,Frozen,9,1.55,13.95 EUR,10.52,Cash
2026/01/29,R425931,Soda,Beverages,3,8.89,26.67,14.83,CASH
2026-01-29,R999274,Canned Soup,Canned Goods,2,6.16,12.32,7.85,card
2026/01/29,R716528,Bread,Bakery,14,6.28,87.92,46.93,-
29 Jan 2026,R690719,Canned Soup,Canned Goods,6,5.36,32.16,23.19,Cash
01/29/2026,R128442,Soda,Beverages,20,1.26,25.2,NULL,NONE
29 Jan 2026,R310174,Cereal,Breakfast,9,4.29,38.61,26.10 USD,
29/01/2026,R225814,Soda,Beverages,19,8.80 TRY,167.20,118.46,Cash
29/01/2026,R251573,Milk,Dairy,16,6.49,103.84,£79.25,Mobile
01/29/2026,R281064,Chips,Snacks,20,4.75,95.0,54.5,Card
29/01/26,R202858,Cereal,Breakfast,17,9.44,160.48,88.96,
nan,R295431,Soda,Beverages,19,4.18,79.42,42.36,
"Jan 29, 2026",R616103,Milk,Dairy,5,3.47,17.35,9.18,nan
29-01-2026,R357875,Milk,Dairy,9,1.31,11.79,9.39,Cash
2026/01/29,R401730,Canned Soup,Canned Goods,4,3.1%,12.36,8.04,
29 Jan 2026,R553726,Bread,Bakery,3,4.47,13.41,$8.52,--
01/29/26,R495288,Frozen Pizza,Frozen,11,7.01,$77.11,43.5%,Card
01/29/26,R391510,Frozen Pizza,Frozen,19,3.94,74.86,50.68,CASH
29 Jan 2026,R342150,Chips,Snacks,5,4.17,20.85,13.34,card
2026/01/30,R241170,Bread,Bakery,9,8.32,74.88,44.8%,Mobile
"Jan 30, 2026",R685215,Canned Soup,Canned Goods,17,5.81,98.8%,73.01,Card
"Jan 30, 2026",R607209,Bread,Bakery,8,9.45,75.6,40.02,
30/01/2026,R295074,Milk,Dairy,15,£7.64,€114.60,NULL,Mobile
2026-01-30,R997474,Milk,Dairy,6,3.07 EUR,18.42,13.99,Cash
2026-01-30,R656770,Milk,Dairy,8,6.36,50.88,39.55,Card
30/01/26,R648739,Canned Soup,Canned Goods,7,9.71,₺67.97,43.37,Cash
30/01/26,R225939,Canned Soup,Canned Goods,19,7.35,139.65,94.06,
"Jan 30, 2026",R846887,  Frozen Pizza  ,Frozen,18,3.12,56.16,30.4%,Card
2026-01-30,R125605,Chips,Snacks,5,6.63,33.15,19.26,none
2026-01-30,R609544,BREAD,Bakery,15,3.02,45.30,27.76 USD,NULL
30/01/26,R976667,Bread,Bakery,6,4.29,25.74,17.65,none
30/01/26,R320729,Milk ,Dairy,16,7.89,126.2%,100.86,CASH
30.01.2026,R121852,Canned Soup,Canned Goods,15,5.44,81.60,54.91,Cash
30 Jan 2026,R886852,Chips,Snacks,15,4.51,67.65,36.20 EUR,Card
30/01/26,R382573,Chips,Snacks,10,3.15,31.5,23.11,nan
01/30/2026,R446243,Soda,Beverages,17,1.67,28.39,17.50,NULL
,R502226,Bread,Bakery,5,6.36,"31,80",20.87,card
30-01-2026,R951176,  Frozen Pizza  ,Frozen,10,€6.01,60.1,46.87,CASH
30-01-2026,R562388,bread,Bakery,10,4.34,43.4,33.4%,Card
2026/01/30,R274195,Chips,Snacks,14,5.07 EUR,70.98,43.67,none
30 Jan 2026,R141944,Soda,Beverages,6,£7.23,43.38,26.38 TRY,Cash
01/30/26,R732272,Milk,Dairy,10,8.65,86.5,64.10,-
30-01-2026,R981452,Bread,Bakery,4,7.95,31.8,22.0,Mobile
30-01-2026,R547908,Canned Soup,Canned Goods,2,7.33,14.66,9.16,CASH
2026-01-30,R866737,Soda,Beverages,18,5.03,90.54,66.06,Card
30 Jan 2026,R941022,Soda,Beverages,7,4.46,31.22,17.18 TRY,
30/01/2026,R987216,Milk,Dairy,11,3.09,33.99,24.74,CASH
01/30/2026,R863559,Canned Soup,Canned Goods,8,7.11,56.88,₺43.05,Cash
2026-01-30,R690048,Cereal,Breakfast,12,8.82,105.84,73.26,Card
30.01.2026,R174429,Chips,Snacks,3,2.99,8.97,6.18,NA
"Jan 30, 2026",R129315,Milk,Dairy,14,5.44,"76,16",50.20,
01/30/26,R933255,bread,Bakery,17,3.38,57.46,43.1,Cash
01/30/26,R822510,Canned Soup,Canned Goods,6,5.41,32.46,20.26,CASH
30-01-2026,R950156,Bread,Bakery,17,2.94,49.98,30.54,
2026-01-30,R227815,Bread,Bakery,16,1.56,€24.96,12.63,Cash
"Jan 30, 2026",R557567,Cereal,Breakfast,3,7.85,23.55,18.09,Cash
01/30/2026,R718737,Chips,Snacks,3,1.36,4.08,€3.24,card
2026-01-30,R264677,Canned Soup,Canned Goods,13,2.09,27.17 USD,17.2%,card
"Jan 30, 2026",R462063,Frozen Pizza,Frozen,6,9.11,54.66,28.7%,Cash
2026/01/30,R401447,Soda,Beverages,1,9.85,9.85,"5,43",Cash
30/01/26,R535495,Chips,Snacks,4,8.59,$34.36,27.09,Card
2026-01-30,R831873,Cereal,Breakfast,15,"3,52",52.80 TRY,34.61,
2026-01-30,R369503,Chips,Snacks,14,4.52,63.28,₺40.17,
"Jan 30, 2026",R851793,Chips,Snacks,4,9.86,39.44,23.2%,card
30 Jan 2026,R546955,Milk,Dairy,15,2.0,"30,00",16.78 USD,null
2026-01-30,R298290,Soda,Beverages,18,6.68,120.24,64.74,CASH
30/01/26,R280565,Bread,Bakery,1,2.4,2.40,1.27,Card
01/30/26,R869947,Milk,Dairy,5,9.82,49.1,29.05,null
"Jan 30, 2026",R769861,Cereal,Breakfast,12,7.93,$95.16,66.73,Cash
30/01/26,R213199,Cereal,Breakfast,20,1.7,34.0,20.73,CASH
30-01-2026,R729294,Cereal,Breakfast,5,2.91,14.55,8.82 TRY,NA
NA,R683702,Frozen Pizza,Frozen,12,1.2,14.4,11.03,Cash
30 Jan 2026,R759039,Bread,Bakery,1,6.80 EUR,6.8,5.14,CASH
30-01-2026,R183006,Cereal,Breakfast,17,2.56,43.52,33.03,Cash
30.01.2026,R240538,Chips,Snacks,11,3.06,33.66,22.86,card
30 Jan 2026,R621375,Bread,Bakery,13,7.03,91.39,"67,65",n/a
"Jan 31, 2026",R452372,  Milk  ,Dairy,18,7.54,135.72,101.78,n/a
31.01.2026,R127661,Canned Soup,Canned Goods,16,8.21,131.36 TRY,72.06,CASH
2026-01-31,R856337,Soda,Beverages,5,2.10 EUR,10.50,5.28,Mobile
2026-01-31,R882296,Frozen Pizza,Frozen,20,5.92,118.40,72.85,Mobile
31/01/2026,R284246,Milk,Dairy,12,7.64,91.68,71.8%,Mobile
31-01-2026,R799437,Milk,Dairy,10,"4,26",42.6,30.49,CASH
31/01/26,R598699,Canned Soup,Canned Goods,7,4.7,32.9,25.25,Card
"Jan 31, 2026",R323267,Milk,Dairy,11,9.56,105.16,80.47,CASH
"Jan 31, 2026",R685477,Cereal,Breakfast,9,2.79,NA,18.42,card
01/31/2026,R868415,Frozen Pizza,Frozen,16,5.33 TRY,85.28 USD,45.27,
31/01/26,R433144,Cereal,Breakfast,13,5.66,73.58,49.27,Cash
2026/01/31,R875635,bread,Bakery,6,4.48,26.88,20.24,Card
"Jan 31, 2026",R182349,Cereal,Breakfast,6,2.3,13.8,9.63,NULL
31.01.2026,R226988,Soda,Beverages,17,3.60 TRY,"61,20",36.5%,Mobile
31-01-2026,R840074,Soda,Beverages,14,8.4,117.6,85.2,CASH
2026/01/31,R124356,Bread,Bakery,11,5.11,56.21,34.06,null
31 Jan 2026,R490544,Chips,Snacks,14,4.84,67.76,52.9%,card
31.01.2026,R304990,Cereal,Breakfast,7,2.22,15.54,11.33,Cash
n/a,R611987,Canned  Soup,Canned Goods,10,5.63,56.3,31.7,Card
01/31/26,R234821,milk,Dairy,17,8.99,₺152.83,82.0,
2026/01/31,R885802,Bread,Bakery,4,8.63,n/a,27.15,card
31/01/2026,R611173,Milk,Dairy,10,6.37,"63,70",33.5,CASH
01/31/2026,R921474,Milk,Dairy,3,2.86,8.58,"6,47",Mobile
01/31/26,R215041,Soda,Beverages,20,£3.22,64.4,41.7,Cash
2026/01/31,R124633,chips,Snacks,4,7.91,31.64,18.21,CASH
2026/01/31,R419361,Chips,Snacks,1,7.42,7.42,4.4,Mobile
31/01/26,R669692,Canned Soup,Canned Goods,5,2.03,10.15,7.66,CASH
31 Jan 2026,R438917,Chips,Snacks,9,8.39,"75,51","58,14",Cash
31-01-2026,R376427,Canned Soup,Canned Goods,19,9.28 USD,176.32 EUR,124.64,nan
2026-01-31,R347789,Bread,Bakery,1,4.82 EUR,4.82,3.53,card
01/31/26,R591908,Milk,Dairy,7,9.81,68.67,43.41,
31/01/2026,R609218,Frozen  Pizza,Frozen,4,5.68,22.72,"18,08",card
31/01/26,R622590,Milk,Dairy,2,2.9,5.8,4.06,CASH
"Jan 31, 2026",R189445,Frozen Pizza ,Frozen,20,5.2,104.0,69.13,card
01/31/2026,R938775,Canned Soup,Canned Goods,3,5.12,15.36,12.11,Mobile
31/01/26,R517028,Frozen Pizza,Frozen,19,8.23,156.37,82.71,null
2026-01-31,R432244,Cereal,Breakfast,14,5.88,82.32,57.47,Cash
"Jan 31, 2026",R558482,Soda,Beverages,4,1.87,7.48 EUR,"5,43",CASH
"Jan 31, 2026",R156347,Frozen Pizza,Frozen,19,4.76,90.44,63.92,null
2026/01/31,R523652,Soda,Beverages,7,5.69 EUR,39.83,24.98,CASH
01/31/26,R714512,Soda,Beverages,8,9.88,79.04,42.38,
null,R393252,Soda,Beverages,8,9.82,78.56,40.8%,
31.01.2026,R756699,Chips,Snacks,2,2.93,"5,86",4.19,Card
31.01.2026,R862919,Cereal,Breakfast,17,6.15,104.55,67.4,nan
2026-01-31,R867599,Canned Soup,Canned Goods,6,1.89,11.34,$8.44,--
2026/01/31,R196536,Frozen Pizza,Frozen,19,4.8,91.2,47.79,
"Jan 31, 2026",R584955,Chips,Snacks,6,5.33,31.98,18.64,card
2026-01-31,R798202,Bread,Bakery,6,1.59,9.54,6.46,Mobile
31.01.2026,R305472,Chips,Snacks,1,1.01,1.01,0.56,card
01/31/26,R191938,Milk,Dairy,20,5.91,118.2,76.86,NONE
31-01-2026,R856755,Cereal,Breakfast,18,4.73,85.14,59.06,Mobile
31.01.2026,R443596,Milk,Dairy,13,"5,98",77.74,60.59,
"Jan 31, 2026",R488646,Frozen Pizza,Frozen,13,8.98,116.74,65.88,Card
31/01/2026,R400385,Milk,Dairy,6,4.79,28.7%,17.01,Mobile
31/01/2026,R163818,milk,Dairy,14,4.8,67.2,36.53,
31-01-2026,R790002,Soda,Beverages,17,7.95,135.15,96.61 TRY,
31 Jan 2026,R647360,Cereal,Breakfast,8,7.8,"62,40",42.67,
01/31/2026,R361593,Canned Soup,Canned Goods,5,4.11,20.55,11.03,CASH
01/31/26,R523493,CHIPS,Snacks,20,8.5,170.00 USD,117.22,
31 Jan 2026,R294091,Milk,Dairy,10,2.59,25.9,20.01,card
31/01/2026,R658654,Bread,Bakery,15,4.64,69.6,44.34,Mobile
"Jan 31, 2026",R394261,Canned Soup,Canned Goods,2,4.23,8.46,5.69,CASH
31/01/26,R387041,Milk,Dairy,9,2.26,20.34,10.89,CASH
31-01-2026,R728535,Bread,Bakery,20,5.83,"116,60","72,60",CASH
2026/01/31,R650157,Chips,Snacks,5,8.27 USD,41.35,28.87,
31.01.2026,R776198,Cereal,Breakfast,1,1.24,1.24,0.85,null
01-02-2026,R976970,Frozen Pizza,Frozen,1,9.37,9.37,4.87,card
02/01/2026,R268509,Cereal,Breakfast,11,3.11,34.21,21.02,card
"Feb 01, 2026",R983290,Soda,Beverages,13,7.57,--,--,Mobile
01/02/26,R495668,Cereal,Breakfast,20,5.23,104.6,80.32,CASH
02/01/26,R817309,frozen pizza,Frozen,1,2.05,2.05,1.29,
01 Feb 2026,R455172,SODA,Beverages,17,8.96,152.32,91.99,CASH
01/02/2026,R568944,Milk,Dairy,4,3.73,14.92,11.81,
01 Feb 2026,R726772,Canned Soup,Canned Goods,7,2.88,20.16,10.39,CASH
"Feb 01, 2026",R967636,Bread,Bakery,1,8.56,8.56,₺6.39,Mobile
02/01/26,R345961,Frozen  Pizza,Frozen,13,6.20,80.6,54.84 TRY,card
01 Feb 2026,R155968,Milk,Dairy,18,3.58,64.4%,39.19,
02/01/26,R353558,Frozen Pizza,Frozen,18,4.18,75.24,60.17,CASH
"Feb 01, 2026",R138727,Cereal,Breakfast,14,4.18,₺58.52,34.66,card
01/02/2026,R478233,Chips,Snacks,5,3.0%,15.15,11.47,Mobile
02/01/26,R121831,Milk,Dairy,8,9.25,74.0%,38.17,Cash
02/01/26,R200893,Cereal,Breakfast,12,6.8,81.6,57.84,Mobile
01 Feb 2026,R947278,Soda,Beverages,16,3.4,54.4,"34,73",Mobile
02/01/2026,R184577,Canned Soup ,Canned Goods,4,1.24,4.96,3.16,Mobile
01-02-2026,R107797,Frozen Pizza,Frozen,19,1.44,27.36,17.27 USD,N/A
02/01/2026,R942134,Canned Soup,Canned Goods,8,1.88,15.04,8.71,
01/02/26,R703736,Soda,Beverages,13,9.68,125.84,97.17,Mobile
2026/02/01,R576112,Frozen Pizza,Frozen,7,5.9,41.3,24.71,
2026/02/01,R802237,Canned Soup,Canned Goods,2,9.65,19.3,12.28,n/a
-,R481096,Frozen Pizza,Frozen,4,9.6,38.4,22.32,Cash
02/01/26,R750871,Milk,Dairy,13,4.52,58.8%,38.83,card
01/02/26,R987378,Canned Soup,Canned Goods,20,1.41,€28.20,19.71,card
01/02/2026,R790236,Frozen Pizza,Frozen,4,5.74,€22.96,14.18,NONE
01.02.2026,R421616,Frozen Pizza,Frozen,7,1.7,11.90,9.44,CASH
02/01/2026,R463063,Cereal,Breakfast,19,8.10,153.9,97.52,
01.02.2026,R128951,Soda,Beverages,17,9.9%,"168,30",131.26,card
01-02-2026,R876758,Milk,Dairy,20,5.29,105.8,71.1%,card
01/02/26,R363299,Milk,Dairy,11,2.1%,23.32,£15.20,card
2026/02/01,R984105,Cereal,Breakfast,3,7.04,21.12,10.86,card
01 Feb 2026,R642855,Cereal,Breakfast,12,4.43,53.16,28.11,Card
01.02.2026,R461567,  Frozen Pizza  ,Frozen,20,1.8,36.0,20.89,Mobile
--,R283332,Soda,Beverages,4,3.52,14.08,10.66,
2026-02-01,R963167,Chips,Snacks,3,8.60,25.8,16.91,Card
NONE,R847851,Bread,Bakery,15,9.35,140.25,103.27,Mobile
02/01/2026,R947009,Frozen Pizza,Frozen,20,6.53,130.6,85.35,Card
2026/02/01,R713561,Milk,Dairy,6,2.86,17.16,11.13,card
02/02/26,R590983,Soda,Beverages,7,3.95,27.65,14.99,NONE
2026-02-02,R849747,  Cereal  ,Breakfast,10,8.59,85.9,45.44,Mobile
02-02-2026,R555301,Canned Soup,Canned Goods,15,"2,41",36.1%,20.84,
02/02/26,R790893,SODA,Beverages,2,9.76,19.5%,15.49,Card
02/02/26,R692688,canned soup,Canned Goods,9,2.83,25.47,19.24,CASH
02/02/26,R805893,Bread,Bakery,16,3.51,56.16,36.27,
02/02/2026,R357308,Frozen Pizza,Frozen,11,9.96,109.56 EUR,61.41,Cash
02.02.2026,R808729,Cereal,Breakfast,17,5.44,92.48,68.05,NULL
02.02.2026,R325580,Soda ,Beverages,15,3.60,54.0,35.2,CASH
2026-02-02,R924473,Milk,Dairy,11,7.2,79.20,61.74,card
2026-02-02,R672043,Canned Soup,Canned Goods,19,6.76,128.44,95.4,card
02/02/26,R636896,Bread,Bakery,7,8.37,58.59,32.1%,N/A
02-02-2026,R597869,Milk,Dairy,5,6.0,€30.00,₺23.20,CASH
02/02/26,R205296,Bread,Bakery,9,3.9,35.10 EUR,26.34,Cash
02/02/26,R839979,Chips,Snacks,18,3.7%,66.42,37.11,Card
02/02/2026,R760605,Cereal,Breakfast,11,5.0,"55,00",36.86,Mobile
"Feb 02, 2026",R829665,Milk,Dairy,7,3.97,27.79,16.26,Mobile
"Feb 02, 2026",R386127,Chips,Snacks,19,9.92,188.48,126.44,
02-02-2026,R575091,Milk,Dairy,8,£9.67,77.36,40.6%,
02.02.2026,R322854,Milk,Dairy,7,2.49,17.43,11.19,CASH
02 Feb 2026,R869717,Milk,Dairy,3,1.53,4.59,3.22,Card
02 Feb 2026,R143506,Cereal,Breakfast,10,7.74,77.40 EUR,40.52,card
02/02/2026,R297489,  Frozen Pizza  ,Frozen,18,9.91,178.38,130.04,Card
02/02/26,R855561,Soda,Beverages,11,$2.50,27.50,14.59,Mobile
02-02-2026,R807264,Cereal,Breakfast,20,6.26,125.2,74.51,Cash
"Feb 02, 2026",R242246,Frozen Pizza,Frozen,9,7.44,66.96,52.97,null
02.02.2026,R244946,Soda,Beverages,8,7.29,58.3%,N/A,CASH
2026-02-02,R696000,Milk,Dairy,19,7.29,138.51,103.43,
"Feb 02, 2026",R101678,  Canned Soup  ,Canned Goods,4,2.49,9.96,5.90,Cash
02-02-2026,R347185,Cereal,Breakfast,15,6.28,94.2,47.53,card
2026/02/02,R307945,Milk,Dairy,12,9.06,108.72,"62,16",
"Feb 02, 2026",R900581,Chips,Snacks,5,"1,32","6,60",3.53,NA
02.02.2026,R265552,Bread,Bakery,7,9.32,65.24,37.24,n/a
2026/02/02,R960839,Chips,Snacks,7,1.78,12.46,7.36,Cash
03/02/26,R891535,Milk,Dairy,13,4.89,63.57,33.46,CASH
2026/02/03,R559408,Milk,Dairy,5,8.93,44.65,₺31.53,
03/02/2026,R439177,Canned Soup,Canned Goods,8,9.99,79.92 USD,45.26,Card
2026-02-03,R808587,Milk,Dairy,10,3.35,NULL,21.38 TRY,Cash
03.02.2026,R312545,Chips,Snacks,20,6.66,133.2,$74.63,Mobile
03 Feb 2026,R843708,Chips ,Snacks,17,6.83,116.11,84.8,card
02/03/2026,R772117,Bread,Bakery,8,2.86,22.88,12.35,N/A
03/02/2026,R536006,Frozen Pizza,Frozen,16,2.09,33.44,22.4,CASH
03 Feb 2026,R175110,Cereal,Breakfast,7,5.90,₺41.30,27.88,card
03/02/26,R629196,Bread,Bakery,1,6.09,6.1%,3.74,
02/03/2026,R591522,Bread,Bakery,14,6.12,85.68,47.76 TRY,Cash
02/03/26,R756542,Cereal,Breakfast,5,9.14,45.7,34.82,Mobile
03/02/2026,R352806,Chips,Snacks,5,2.32,11.6%,"5,96",Cash
03/02/26,R848972,Canned Soup,Canned Goods,19,5.47 TRY,103.93,75.08 EUR,Card
03.02.2026,R307569,Milk,Dairy,19,7.93,150.67,111.94,card
"Feb 03, 2026",R248084,Milk ,Dairy,1,4.44,4.44,2.31,Cash
03/02/2026,R891462,Canned Soup,Canned Goods,17,1.71,29.07,"16,35",
03.02.2026,R350659,Frozen Pizza,Frozen,15,6.32,94.8%,54.49,Cash
03/02/2026,R806921,Milk,Dairy,15,1.87,28.05,21.1,N/A
2026/02/03,R606229,Milk,Dairy,14,8.28,115.9%,67.45,Card
03/02/26,R466920,Soda,Beverages,3,1.3%,4.02,2.58,NONE
03/02/2026,R963083,Milk,Dairy,11,5.44,59.84,31.24,CASH
03/02/2026,R677674,Canned Soup,Canned Goods,2,8.13,$16.26,8.62,Mobile
02/03/26,R115462,bread,Bakery,4,8.4%,33.76,17.4%,
02/03/2026,R585662,Bread,Bakery,18,2.02,36.36,19.71,card
03/02/26,R340698,Frozen Pizza,Frozen,18,6.0,108.0,82.21,Card
03/02/2026,R326042,Frozen Pizza,Frozen,15,7.72,115.80,69.99,
03 Feb 2026,R694632,Frozen Pizza,Frozen,10,8.55,85.5,47.18,none
02/03/26,R337060,Frozen Pizza,Frozen,19,3.67,69.73,51.53,
03/02/2026,R506584,Soda,Beverages,1,1.55,1.55,0.82 EUR,card
03/02/26,R210724,Chips,Snacks,18,7.6,$136.80,103.48,n/a
03-02-2026,R918437,Canned Soup,Canned Goods,13,6.4%,83.72,47.54,Card
02/03/2026,R303129,  Cereal  ,Breakfast,7,6.85,47.95,29.78,Cash
2026-02-03,R945871,Bread,Bakery,3,4.95 USD,14.85,10.5%,
2026/02/03,R514230,Chips,Snacks,2,₺8.01,16.02,12.5%,Cash
2026-02-03,R826230,Chips,Snacks,4,4.02,16.08,11.77,Cash
2026/02/03,R243914,Canned Soup,Canned Goods,19,2.73,51.87,31.65,CASH
03/02/26,R149461,Chips,Snacks,3,4.14,12.42,8.9%,
02/03/2026,R721456,Chips,Snacks,3,5.54,16.62,none,CASH
02/03/26,R114355,Frozen Pizza,Frozen,16,5.86,93.76,"52,98",NA
none,R144439,Bread,Bakery,8,5.41,43.28,32.2,nan
2026-02-04,R384409,Soda,Beverages,1,2.33,2.33,1.41,Mobile
04-02-2026,R498870,  Chips  ,Snacks,20,8.73,174.6,128.04,
04 Feb 2026,R850629,Chips,Snacks,3,4.72,14.16,7.9,CASH
04/02/2026,R804239,Canned Soup,Canned Goods,10,9.4,94.0,69.24,
2026-02-04,R437753,Bread,Bakery,5,3.32,16.6,12.45,CASH
04 Feb 2026,R563369,Soda,Beverages,10,8.58,85.8,56.65,Mobile
2026-02-04,R206149,Canned Soup,Canned Goods,12,"8,78",105.36,55.89,CASH
04 Feb 2026,R820715,Cereal,Breakfast,20,$8.34,166.8,122.92,CASH
none,R433978,Cereal,Breakfast,12,8.57,102.84,80.02,
2026/02/04,R410289,Soda,Beverages,13,6.9,89.7,52.47,
02/04/26,R740507,Chips,Snacks,18,4.77,85.86,55.48 TRY,Mobile
2026-02-04,R325848,Frozen Pizza,Frozen,17,8.61,146.37,109.36,Cash
2026-02-04,R125134,Soda,Beverages,13,7.56,98.28,--,Mobile
02/04/2026,R621009,Cereal,Breakfast,9,3.68,33.12,17.29,Mobile
04 Feb 2026,R836529,Milk,Dairy,6,1.2,€7.20,"3,85",Mobile
"Feb 04, 2026",R483423,Frozen Pizza,Frozen,15,2.66,39.90,27.99,card
04/02/26,R863533,Chips,Snacks,20,£9.32,186.4%,145.51,
02/04/26,R288204,Chips,Snacks,12,5.29,63.5%,43.81,CASH
04/02/26,R614362,Chips,Snacks,19,3.18,60.42,37.21,CASH
04.02.2026,R566559,Milk,Dairy,11,1.97,21.67,14.42,Mobile
04/02/26,R630072,Cereal,Breakfast,7,6.26 USD,43.82,30.57,
04 Feb 2026,R283965,Frozen Pizza,Frozen,13,4.94,$64.22,45.88,
04-02-2026,R846893,Chips,Snacks,7,3.36,23.52,14.63,CASH
04.02.2026,R557913,Frozen Pizza,Frozen,20,5.52,110.4,83.08,NONE
02/04/2026,R292913,Cereal,Breakfast,2,8.05,16.1%,8.55,CASH
04-02-2026,R432573,  Bread  ,Bakery,5,3.37,16.85,10.38,
04/02/26,R153996,Milk ,Dairy,5,"1,05",5.25 TRY,3.91,Mobile
02/04/2026,R340007,Canned Soup,Canned Goods,9,4.99,44.91,31.69,Card
2026/02/04,R716166,Bread,Bakery,7,2.15,15.05,10.52,
04-02-2026,R588887,BREAD,Bakery,17,3.44,58.48,39.77 EUR,Card
02/04/2026,R985594,Soda,Beverages,10,4.53,45.3,30.94,Cash
