WHOLESALE SALES REPORT,,,,,,,,,,
Period: Jan-Jun 2026,,,,,,,,,,
,,,,,,,,,,
Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost,,Notes,Amount
08.06.2026,INV-685838,SuperStore Inc,Standard Widget,85,274.41,"€23,324.85","15.916,33",,VIP,"€23,324.85"
08/06/2026,INV-596876,Small Dealer Co,Gadget Lite,42,276.3,11604.6,8611.73,,,11604.6
2026-06-08,INV-424660,SuperStore Inc,  Budget Widget  ,170,281.87,47917.9%,34124.37,,rush order,47917.9%
06/08/2026,INV-176833,BigBuy Distribution,Standard Widget,135,92.14,12438.9,9673.8%,,,12438.9
09-06-2026,INV-320166,MegaMart Corp,Budget Widget,67,137.33,9201.1%,7263.29,,,9201.1%
09/06/2026,INV-105387,megamart corp,Gadget Pro,58,103.52,n/a,3878.46,,,n/a
06/09/26,INV-463974,Small Dealer Co,Gadget Pro,92,41.34,3803.28,3001.79,,,3803.28
06/09/26,INV-511461,BigBuy Distribution ,Premium Widget ,100,127.39,12739.0,"10,737.70",,rush order,12739.0
09.06.2026,INV-119267,Superstore Inc,Budget Widget,164,206.59,"33,880.76","28.136,49",,rush order,"33,880.76"
09/06/26,INV-666739,SuperStore Inc,Standard Widget,55,42.8,"$2,354.00",1730.0%,,,"$2,354.00"
09-06-2026,INV-734285,SuperStore Inc,Premium Widget,110,110.07,12 107.70,9105.23,,,12 107.70
09.06.2026,INV-333159,BigBuy Distribution,Gadget Pro ,77,258.0,nan,"14,418.43 USD",,VIP,nan
09/06/2026,INV-722853,MegaMart Corp,Premium Widget,61,210.61,"12,847.21",10632.57,,,"12,847.21"
06/09/2026,INV-771688,MegaMart Corp,Gadget Pro,85,298.37,"25,361.45 TRY","20,281.05 EUR",,,"25,361.45 TRY"
06/10/2026,INV-360253,Small Dealer Co,Premium Widget,26,101.0,2626.0,2065.28,,,2626.0
2026-06-10,INV-515473,Small Dealer Co,  Budget Widget  ,10,121.72,"£1,217.20","1,027.38 USD",,,"£1,217.20"
06/10/2026,INV-161553,  SuperStore Inc  ,Gadget Pro,121,252.19,30 514.99,NULL,,,30 514.99
2026-06-10,INV-151945,MEGAMART CORP,Standard Widget,46,122.15,5618.9,3404.1%,,,5618.9
10/06/26,INV-734362,Small Dealer Co,Gadget Lite,21,57.25,"1,202.25",1012.0,,,"1,202.25"
10 Jun 2026,INV-264521,BigBuy Distribution,Budget Widget,94,83.04,7 805.76,4860.2%,,,7 805.76
06/11/2026,INV-894578,BigBuy  Distribution,Gadget Lite,48,54.54,2 617.92,1 974.26,,,2 617.92
11/06/2026,INV-431385,Small Dealer Co,Gadget Pro,14,56.7,793.80,"546,40",,VIP,793.80
2026/06/11,INV-324179,MegaMart Corp,gadget pro,98,167.44,"16.409,12",12192.31,,rush order,"16.409,12"
11 Jun 2026,INV-708946,BigBuy Distribution,Premium Widget,187,282.91,"52,904.17",43882.7,,rush order,"52,904.17"
11/06/2026,INV-668392,small dealer co,Standard Widget,94,128.74,"12,101.56 EUR",null,,,"12,101.56 EUR"
12 Jun 2026,INV-403138,megamart corp,Standard Widget,174,48.07,"8.364,18",5406.62,,,"8.364,18"
"Jun 12, 2026",INV-596393,MegaMart Corp,Budget Widget,57,263.2,15002.4,12457.84,,,15002.4
06/12/2026,INV-641343,SuperStore Inc,STANDARD WIDGET,67,221.86,14864.62,"12,142.41",,,14864.62
12.06.2026,INV-823563,BigBuy Distribution,Budget Widget,45,79.48,3576.6,2411.45,,VIP,3576.6
06/12/2026,INV-911028,SuperStore Inc,Budget Widget,109,36.12,-,"3.273,66",,,-
"Jun 12, 2026",INV-103616,SuperStore Inc,Gadget Pro,42,157.97,6634.74,4756.18,,,6634.74
12.06.2026,INV-863284,BigBuy Distribution,Standard Widget,23,86.65,1992.95,1593.15,,,1992.95
13 Jun 2026,INV-300183,Small Dealer Co,Standard Widget,79,25.18,-,"£1,515.79",,,-
13-06-2026,INV-715592,BigBuy Distribution,Gadget Lite,172,257.15,44 229.80,35489.69,,,44 229.80
13 Jun 2026,INV-912727,Small Dealer Co,Gadget Lite,157,254.82,none,31085.9%,,,none
14-06-2026,INV-363693,SuperStore Inc,Budget Widget,42,56.9,"2,389.80","1,566.77",,none,"2,389.80"
06/14/2026,INV-457572,MegaMart Corp,Premium Widget,189,40.51,7656.39,"5.905,10",,,7656.39
14 Jun 2026,INV-831411,Small Dealer Co,Gadget Pro,139,214.9,"€29,871.10","18,402.20 USD",,,"€29,871.10"
"Jun 14, 2026",INV-753820,SuperStore Inc,Premium Widget,188,222.53,41835.64,31120.85,,,41835.64
14 Jun 2026,INV-520244,Small Dealer Co,Budget Widget,59,267.41,15777.19,"11.602,45",,,15777.19
2026/06/14,INV-617506,MegaMart Corp,Standard Widget,35,137.23,4803.05,3309.7,,,4803.05
14.06.2026,INV-440887,MegaMart Corp,Budget Widget,54,91.33,4 931.82,3490.44,,,4 931.82
14/06/26,INV-546484,SuperStore Inc ,Premium Widget,54,269.7,14563.8,11875.23,,NULL,14563.8
14 Jun 2026,INV-163714,SuperStore Inc,Premium Widget,91,249.76,22728.16,18564.72,,,22728.16
"Jun 15, 2026",INV-725346,BigBuy Distribution,  Premium Widget  ,197,33.58,6615.26,-,,VIP,6615.26
"Jun 15, 2026",INV-413686,small dealer co,gadget pro,44,255.4,"11,237.60",7688.3,,,"11,237.60"
NA,INV-363166,MegaMart Corp,Gadget Lite,156,110.12,17178.72,13056.77,,,17178.72
N/A,INV-690894,SuperStore Inc,Budget Widget,176,264.14,"£46,488.64",37848.88,,,"£46,488.64"
15-06-2026,INV-103872,Small Dealer Co,Gadget Pro,130,100.0,13000.0,9219.56,,nan,13000.0
2026/06/16,INV-857671,SuperStore Inc,Gadget Lite,165,109.6,18084.0,13 750.11,,,18084.0
16/06/2026,INV-489577,Small Dealer Co,Gadget Lite,193,194.36,"37.511,48","25,132.23 USD",,,"37.511,48"
16-06-2026,INV-240003,MegaMart Corp,Premium Widget,129,171.45,22117.05,14097.3,,,22117.05
16/06/26,INV-758177,SuperStore Inc,Gadget Pro,66,203.05,"€13,401.30",8439.63,,,"€13,401.30"
2026-06-16,INV-983942,MegaMart Corp,Gadget Pro,181,268.8,"48,652.80","32,604.28 EUR",,N/A,"48,652.80"
16 Jun 2026,INV-315338,Superstore Inc,Gadget Pro,128,163.97,20988.16,14 443.75,,none,20988.16
06/16/26,INV-778471,MegaMart Corp,  Gadget Lite  ,49,288.66,"14,144.34",10909.7,,VIP,"14,144.34"
NA,INV-238365,Small Dealer Co,Gadget Lite,177,239.56,"42,402.12 USD",26483.21,,VIP,"42,402.12 USD"
"Jun 16, 2026",INV-635856,Small Dealer Co,Standard Widget,47,185.05,8 697.35,NONE,,,8 697.35
2026/06/16,INV-456792,Small Dealer Co,gadget lite,142,239.22,33969.24,"27,727.66 EUR",,,33969.24
NONE,INV-633830,BigBuy Distribution,Premium Widget,122,209.31,25535.82,15530.47,,rush order,25535.82
17 Jun 2026,INV-958925,MegaMart Corp,Standard  Widget,29,107.18,"€3,108.22",2104.71,,,"€3,108.22"
17/06/26,INV-406102,MegaMart Corp,Gadget Lite,200,30.49,6098.0,4632.76,,rush order,6098.0
"Jun 17, 2026",INV-329249,Small Dealer Co,Budget Widget,131,180.86,23692.66,15 953.72,,,23692.66
17/06/2026,INV-447526,SuperStore Inc,Gadget Pro,40,119.42,"₺4,776.80",3 994.48,,,"₺4,776.80"
17 Jun 2026,INV-935816,BigBuy Distribution,GADGET LITE,190,205.33,39 012.70,29674.36,,none,39 012.70
"Jun 17, 2026",INV-380740,MegaMart Corp,Gadget Pro,129,274.91,35463.39,"23,936.82",,VIP,35463.39
17.06.2026,INV-978472,MEGAMART CORP,Gadget Lite,118,37.82,"4,462.76","2,680.93",,,"4,462.76"
2026-06-17,INV-951346,Small Dealer Co,Budget Widget,108,215.73,"23,298.84 EUR","€14,320.48",,,"23,298.84 EUR"
17 Jun 2026,INV-556662,Small  Dealer  Co,Standard Widget,172,117.41,"$20,194.52",16826.19,,,"$20,194.52"
NULL,INV-860425,MegaMart Corp,Premium Widget ,45,299.27,13467.15,"€10,593.95",,NA,13467.15
2026/06/17,INV-165711,Small Dealer Co,Gadget Pro,151,81.8,"12,351.80 TRY","£8,711.03",,,"12,351.80 TRY"
2026/06/18,INV-473308,Small Dealer Co,Budget Widget,102,141.6,14 443.20,"₺9,775.05",,,14 443.20
null,INV-879040,SuperStore Inc,Gadget Lite,173,71.16,12310.68,9495.56,,,12310.68
18-06-2026,INV-700480,BigBuy Distribution,Budget Widget,26,224.01,"5,824.26",4919.71,,null,"5,824.26"
06/18/26,INV-580235,bigbuy distribution,Premium  Widget,130,231.41,30083.3,"25,245.17 EUR",,rush order,30083.3
18/06/26,INV-154104,Small  Dealer  Co,Gadget Lite,160,250.69,40110.4,"26,208.70 EUR",,,40110.4
18/06/2026,INV-675450,megamart corp,Premium Widget,195,215.08,"41,940.60",30 201.67,,,"41,940.60"
18/06/2026,INV-490371,MegaMart Corp,Gadget Pro,21,192.24,"4,037.04 USD",2831.37,,,"4,037.04 USD"
06/18/2026,INV-276370,SUPERSTORE INC,BUDGET WIDGET,190,228.05,43329.5,26130.3%,,,43329.5
18/06/26,INV-247481,MegaMart Corp,Budget Widget,34,101.0,"3,434.00","$2,192.10",,,"3,434.00"
18/06/2026,INV-894993,SuperStore Inc,Standard Widget,44,97.81,4303.64,nan,,,4303.64
19 Jun 2026,INV-812271,BIGBUY DISTRIBUTION,Budget Widget,63,82.62,5205.06,3254.5,,rush order,5205.06
2026-06-19,INV-865127,BigBuy Distribution,Budget Widget,42,80.64,"3,386.88 EUR",2189.34,,rush order,"3,386.88 EUR"
06/19/2026,INV-502284,BigBuy Distribution,Gadget Lite,73,142.43,10397.39,7418.1%,,VIP,10397.39
19.06.2026,INV-595695,BigBuy Distribution,Gadget Pro,95,177.56,16868.2,"10.400,66",,,16868.2
19/06/26,INV-708761,SuperStore Inc,Budget Widget,73,133.21,9724.33,7248.53,,,9724.33
2026/06/19,INV-597885,SuperStore Inc,Gadget Pro,172,266.59,"45.853,48",34121.72,,,"45.853,48"
20/06/2026,INV-512401,Small  Dealer  Co,Standard Widget,175,215.4,"37,695.00","26,559.40",,,"37,695.00"
20 Jun 2026,INV-919579,  SuperStore Inc  ,Gadget Lite,85,178.34,15158.9,11332.18,,nan,15158.9
2026-06-20,INV-682936,SuperStore Inc ,GADGET LITE,187,149.33,"27,924.71 TRY",16958.86,,--,"27,924.71 TRY"
06/20/26,INV-971731,Small Dealer Co,Standard Widget,197,97.03,"19.114,91",12462.95,,rush order,"19.114,91"
21 Jun 2026,INV-836641,BigBuy Distribution,Gadget Pro,98,230.18,"22,557.64",14 691.31,,VIP,"22,557.64"
21-06-2026,INV-695262,BigBuy Distribution,Gadget Pro,155,148.85,-,"17.421,60",,,-
06/21/26,INV-671993,BIGBUY DISTRIBUTION,gadget lite,197,183.83,36 214.51,28622.31,,VIP,36 214.51
2026-06-21,INV-989633,MegaMart Corp,Budget Widget,196,37.38,"7,326.48",4526.22,,VIP,"7,326.48"
21/06/2026,INV-986709,SuperStore Inc,Budget Widget,19,62.15,1180.85,874.37,,,1180.85
22/06/26,INV-500721,BigBuy Distribution,BUDGET WIDGET,87,174.98,15223.26,12514.11,,VIP,15223.26
2026-06-22,INV-269420,MegaMart Corp,Premium Widget,92,240.42,"$22,118.64",null,,,"$22,118.64"
2026/06/22,INV-614703,MegaMart Corp,Gadget Lite,84,45.76,"₺3,843.84",2433.65,,,"₺3,843.84"
06/22/2026,INV-224749,BigBuy Distribution,Gadget Pro,119,72.51,"8,628.69 EUR",5331.99,,rush order,"8,628.69 EUR"
2026/06/22,INV-284025,BigBuy Distribution,Budget Widget,22,41.32,909.04,599.39,,,909.04
06/22/26,INV-331636,BigBuy  Distribution,Gadget Pro,29,20.56,596.24,452.10,,rush order,596.24
23/06/2026,INV-577820,BigBuy Distribution,Premium Widget,37,185.44,6 861.28,5195.1%,,,6 861.28
2026-06-23,INV-958166,Small Dealer Co,Standard Widget,113,57.32,6477.16,4944.36,,VIP,6477.16
06/23/2026,INV-108082,Small Dealer Co,Gadget Pro,56,92.99,5207.44,4 149.62,,,5207.44
24/06/26,INV-301960,SuperStore Inc,Gadget Pro,59,160.42,"9.464,78",none,,,"9.464,78"
"Jun 24, 2026",INV-252692,BigBuy Distribution,Budget Widget,18,20.36,366.48,228.34,,,366.48
N/A,INV-124882,SuperStore  Inc,Standard Widget,11,241.63,"2,657.93 TRY",1884.92,,null,"2,657.93 TRY"
24/06/26,INV-529906,MegaMart Corp,Budget Widget,169,100.56,16994.64,13879.19,,rush order,16994.64
2026-06-24,INV-806413,BigBuy Distribution,Gadget Pro,197,267.46,52689.62,33311.6,,--,52689.62
2026/06/24,INV-679390,SMALL DEALER CO,Standard Widget,152,183.85,27945.2,17573.4,,,27945.2
2026/06/24,INV-260669,BigBuy Distribution,Budget Widget,136,239.59,32584.24,24375.92,,,32584.24
24/06/26,INV-172469,Small Dealer Co,Gadget Lite,13,125.63,"1,633.19 EUR",1277.11,,,"1,633.19 EUR"
2026-06-24,INV-657322,MegaMart Corp,Budget  Widget,45,120.16,"₺5,407.20","4,102.74",,,"₺5,407.20"
2026/06/24,INV-660544,superstore inc,Budget Widget,71,228.31,16210.01,"13,377.12 TRY",,,16210.01
06/25/26,INV-933437,SMALL DEALER CO,Budget Widget,82,256.84,21060.88,"£15,716.47",,,21060.88
06/25/26,INV-729244,BigBuy  Distribution,Budget Widget,101,70.76,7146.76,4685.13,,,7146.76
"Jun 25, 2026",INV-974735,SMALL DEALER CO,Premium Widget,50,47.78,"2,389.00","$1,609.88",,,"2,389.00"
2026-06-25,INV-538290,Small Dealer Co,Premium Widget,66,296.14,"19.545,24",15731.02,,,"19.545,24"
2026/06/25,INV-494865,  MegaMart Corp  ,  Premium Widget  ,37,181.41,6712.17,5106.26,,,6712.17
25-06-2026,INV-243357,Small Dealer Co,Budget Widget,26,163.95,4262.7,2950.29,,,4262.7
2026/06/25,INV-305323,MegaMart Corp,Standard Widget,108,202.25,21843.0%,N/A,,rush order,21843.0%
2026/06/25,INV-599950,MegaMart Corp,Gadget Lite,30,207.62,6228.6,"5,253.88 TRY",,,6228.6
26-06-2026,INV-242064,SMALL DEALER CO,Premium  Widget,179,40.77,nan,5694.79,,,nan
06/26/26,INV-426703,SuperStore Inc,STANDARD WIDGET,185,156.16,"28,889.60",21227.72,,rush order,"28,889.60"
26.06.2026,INV-558598,MegaMart Corp,Standard Widget,20,28.1,562.0,442.08,,VIP,562.0
26/06/26,INV-246235,Small Dealer Co,Budget Widget,107,191.53,20493.71,"12.945,93",,,20493.71
"Jun 26, 2026",INV-291971,Megamart Corp,Premium Widget,35,238.1,8 333.50,"₺6,390.33",,VIP,8 333.50
26.06.2026,INV-953693,BigBuy Distribution ,Budget Widget,98,81.77,8 013.46,6426.39,,,8 013.46
2026-06-26,INV-542185,BigBuy Distribution,Gadget Lite,191,122.93,23 479.63,14794.01,,VIP,23 479.63
06/26/26,INV-215602,Small Dealer Co,Standard Widget,116,219.07,25412.12,16386.52,,,25412.12
26/06/26,INV-405457,SMALL DEALER CO,Budget Widget,178,123.95,22063.1,13262.0%,,,22063.1
06/26/2026,INV-827098,Small Dealer Co,Premium Widget,16,77.01,1232.16,939.44,,,1232.16
26/06/2026,INV-170635,BigBuy Distribution,Premium Widget,91,37.93,3 451.63,"2.867,04",,,3 451.63
06/27/26,INV-499534,MegaMart Corp,Standard Widget,22,269.58,5 930.76,4626.05,,,5 930.76
NONE,INV-539674,SuperStore Inc,Premium Widget,186,171.27,31856.22,22342.9%,,,31856.22
27/06/26,INV-850146,MegaMart Corp,Budget Widget,39,262.78,"10.248,42",6522.02,,,"10.248,42"
27/06/26,INV-456442,MegaMart Corp,Premium Widget,65,286.46,18619.9,"14,587.52",,,18619.9
"Jun 27, 2026",INV-215332,  SuperStore Inc  ,Premium Widget,94,73.46,"6,905.24 EUR",-,,,"6,905.24 EUR"
28 Jun 2026,INV-937637,Bigbuy Distribution,Gadget Pro,19,45.54,865.26,"719,71",,NONE,865.26
28/06/26,INV-317453,Small Dealer Co,Gadget Lite,38,43.85,"1.666,30",1237.76,,,"1.666,30"
28 Jun 2026,INV-519618,SuperStore Inc,Budget Widget,75,119.83,"£8,987.25","6.603,65",,,"£8,987.25"
n/a,INV-457535,MegaMart Corp,Standard  Widget,129,273.52,"35,284.08",27348.68,,,"35,284.08"
28/06/26,INV-488619,SuperStore Inc,Standard Widget,128,70.06,8967.68,"7,070.90",,,8967.68
06/28/2026,INV-607280,Small Dealer Co,Budget Widget,37,291.12,10771.44,"6,474.76 USD",,NULL,10771.44
28/06/2026,INV-253539,Small Dealer Co ,Gadget Pro,126,277.56,"₺34,972.56",29290.62,,,"₺34,972.56"
28/06/2026,INV-894182,MegaMart  Corp,PREMIUM WIDGET,46,220.57,10146.22,6794.56,,,10146.22
28-06-2026,INV-304232,Small Dealer Co,Gadget Lite,40,209.8,8392.0,6 257.42,,,8392.0
06/28/2026,INV-233362,BigBuy Distribution ,Budget Widget,14,24.89,348.46,271.22,,,348.46
N/A,INV-145986,MegaMart Corp,Gadget Lite,76,88.29,"6.710,04","5,072.40",,,"6.710,04"
29.06.2026,INV-632257,  Small Dealer Co  ,Premium Widget,191,252.07,"48.145,37",30709.43,,,"48.145,37"
29-06-2026,INV-951771,superstore inc,Gadget Lite,101,157.76,"15,933.76",9915.81,,,"15,933.76"
"Jun 29, 2026",INV-802347,MegaMart Corp,Standard  Widget,63,45.65,2875.9%,"£2,440.90",,,2875.9%
2026-06-30,INV-686655,MegaMart Corp,Budget Widget,20,247.04,4 940.80,3815.79,,,4 940.80
30-06-2026,INV-951258,BigBuy  Distribution,Budget Widget,63,250.69,15793.47,11432.53,,,15793.47
30-06-2026,INV-452240,MegaMart Corp ,Premium Widget,24,35.92,862.08 TRY,525.38,,,862.08 TRY
30 Jun 2026,INV-278670,MegaMart Corp,Budget Widget,95,172.25,"16.363,75","13,677.33",,,"16.363,75"
30-06-2026,INV-177227,MegaMart Corp,Gadget Lite,141,240.88,"33,964.08","21,077.66",,,"33,964.08"
26-01-2026,INV-232315,MegaMart Corp,Budget Widget,111,272.78,30278.58,23574.19,,,30278.58
01/11/26,INV-681242,MegaMart Corp,Gadget Pro,130,143.82,"18,696.60 EUR",12633.4%,,N/A,"18,696.60 EUR"
2026-04-06,INV-735604,Superstore Inc,Gadget Pro,97,71.24,"£6,910.28","4.683,78",,VIP,"£6,910.28"
2026-05-27,INV-318359,SuperStore Inc,  Budget Widget  ,33,201.42,"6,646.86",4013.7,,,"6,646.86"
03/01/2026,INV-966212,MegaMart Corp,Standard Widget,126,265.31,33429.06,27667.09,,,33429.06
30-06-2026,INV-177227,MegaMart Corp,Gadget Lite,141,240.88,"33,964.08","21,077.66",,,"33,964.08"
03/09/2026,INV-361584,SuperStore Inc,Premium Widget ,49,116.35,5701.15,"3,440.14",,,5701.15
2026-01-03,INV-103717,SuperStore Inc,Gadget Lite,79,98.89,7812.31,5098.76,,,7812.31
,,,,,,TOTAL:,,,,
,,,,,,,,,,
End of Report,,,,,,,,,,
Date,Invoice #,Customer Name,Product,Qty,Unit Price,Amount,Cost,,Notes,Amount
